Datetime,Title,Brief
NHẬN ĐỊNH THỊ TRƯỜNG 27/08 15:37,"Nhịp đập Thị trường 27/08: Xanh về cuối phiên, VN-Index giữ mốc 1,280","Sau những nhịp tăng giảm theo xu hướng tăng trong phiên chiều, VN-Index cuối cùng đã lấy lại mốc tham chiếu. Kết phiên 27/08, chỉ số tăng nhẹ 0.54..."
NHẬN ĐỊNH THỊ TRƯỜNG 26/08 20:00,Thị trường chứng quyền 27/08/2024: Triển vọng ngắn hạn kém lạc quan,"Kết thúc phiên giao dịch ngày 26/08/2024, toàn thị trường có 34 mã tăng, 49 mã giảm và 12 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 26/08 19:30,Chứng khoán phái sinh ngày 27/08/2024: Thị trường diễn biến giằng co,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 26/08/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 26/08 17:23,Vietstock Daily 27/08/2024: Áp lực chốt lời xuất hiện,VN-Index giảm điểm đồng thời xuất hiện mẫu hình nến Bearish Engulfing cùng với khối lượng vượt mức trung bình 20 phiên cho thấy tâm lý nhà đầu tư...
NHẬN ĐỊNH THỊ TRƯỜNG 26/08 12:02,"Nhịp đập Thị trường 26/08: Cổ phiếu trụ bị bán mạnh, VN-Index không thoát khỏi sắc đỏ","Kết thúc phiên giao dịch, VN-Index giảm 5.3 điểm (-0.41%), về mức 1,280.02 điểm; HNX-Index giảm 1.1 điểm (-0.46%), về mức 238.97 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/08 19:00,Thị trường chứng quyền tuần 26-30/08/2024: Hiện tượng phân hóa tiếp tục diễn ra,"Kết thúc phiên giao dịch ngày 23/08/2024, toàn thị trường có 29 mã tăng, 33 mã giảm và 33 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 25/08 18:00,Vietstock Weekly 26-30/08/2024: Đà tăng được duy trì,"VN-Index tiếp tục ghi nhận tuần giao dịch khởi sắc sau khi bứt phá hơn 33 điểm đồng thời nối tiếp đà tăng với tuần trước đó. Tuy nhiên, khối lượng..."
NHẬN ĐỊNH THỊ TRƯỜNG 24/08 20:00,Chứng khoán phái sinh tuần 26-30/08/2024: Khối ngoại quay lại bán ròng,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 23/08/2024. VN30-Index tăng điểm nhẹ đồng thời xuất hiện mẫu hình nến Doji cùng...
NHẬN ĐỊNH THỊ TRƯỜNG 23/08 17:25,Chứng khoán Tuần 19-23/08/2024: Tiếp đà tăng điểm,"VN-Index kịp thời duy trì sắc xanh ở phiên giao dịch cuối cùng, khép lại chuỗi ngày tăng mạnh trong tuần vừa qua. Bên cạnh đó, khối lượng giao dịch..."
NHẬN ĐỊNH THỊ TRƯỜNG 23/08 15:27,Nhịp đập Thị trường 23/08: Duy trì đà tăng điểm,"Kết thúc phiên giao dịch, VN-Index tăng 2.54 điểm (0.2%), lên mức 1,285.32 điểm; HNX-Index tăng 1.6 điểm (0.67%), lên mức 240.07 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 22/08 20:00,Thị trường chứng quyền 23/08/2024: Tâm lý phân vân xuất hiện?,"Kết thúc phiên giao dịch ngày 22/08/2024, toàn thị trường có 39 mã tăng, 37 mã giảm và 19 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 22/08 19:30,Chứng khoán phái sinh ngày 23/08/2024: Khối ngoại tiếp tục mua ròng,Các hợp đồng tương lai hầu hết đều tăng trong phiên giao dịch ngày 22/08/2024. VN30-Index tăng điểm đồng thời xuất hiện mẫu hình nến Doji cùng với...
NHẬN ĐỊNH THỊ TRƯỜNG 22/08 17:27,Vietstock Daily 23/08/2024: Không quá bi quan trong ngắn hạn?,"VN-Index giảm nhẹ đồng thời chững lại đà tăng sau 4 phiên liên tiếp gần đây. Kèm theo đó, khối lượng giao dịch nằm dưới mức trung bình 20 ngày cho..."
NHẬN ĐỊNH THỊ TRƯỜNG 22/08 15:27,"Nhịp đập Thị trường 22/08: Giằng co trong hầu hết thời lượng, VN-Index loanh quanh ở mức 1,280","Thị trường biến động giằng co trong hầu hết thời lượng của phiên 22/08, để rồi khép lại với VN-Index giảm nhẹ 1.27 điểm về mốc 1,282.78; HNX tăng..."
NHẬN ĐỊNH THỊ TRƯỜNG 21/08 20:00,Thị trường chứng quyền 22/08/2024: Tốt xấu đan xen,"Kết thúc phiên giao dịch ngày 21/08/2024, toàn thị trường có 58 mã tăng, 21 mã giảm và 19 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 21/08 19:30,Chứng khoán phái sinh ngày 22/08/2024: Tâm lý lạc quan vẫn đang hiện hữu,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 21/08/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch vượt mức trung...
NHẬN ĐỊNH THỊ TRƯỜNG 21/08 17:15,Vietstock Daily 22/08/2024: Tiếp tục đà hưng phấn,VN-Index tiếp tục tăng mạnh với khối lượng giao dịch duy trì trên mức trung bình 20 ngày cho thấy dòng tiền đang tích cực quay trở lại. Bên cạnh đó...
NHẬN ĐỊNH THỊ TRƯỜNG 21/08 15:22,"Nhịp đập Thị trường 21/08: VN-Index tiến sát mốc 1,285 điểm bất chấp khối ngoại quay lại bán ròng","Kết thúc phiên giao dịch, VN-Index tăng 11.5 điểm (0.9%), lên mức 1,284.05 điểm; HNX-Index tăng 1.11 điểm (0.47%), lên mức 238.42 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 20/08 20:00,Thị trường chứng quyền 21/08/2024: Thị trường diễn biến phân hóa,"Kết thúc phiên giao dịch ngày 20/08/2024, toàn thị trường có 36 mã tăng, 41 mã giảm và 21 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 20/08 19:30,Chứng khoán phái sinh ngày 21/08/2024: Tiếp tục lạc quan,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 20/08/2024. VN30-Index tiếp tục bật tăng sau khi cắt lên trên đường SMA 50 ngày...
NHẬN ĐỊNH THỊ TRƯỜNG 20/08 17:16,Vietstock Daily 21/08/2024: Tiếp nối đà tăng,"VN-Index duy trì đà tăng mạnh trong 3 phiên liên tiếp gần đây thể hiện tâm lý nhà đầu tư đang rất hưng phấn. Đồng thời, khối lượng giao dịch nằm trên..."
NHẬN ĐỊNH THỊ TRƯỜNG 20/08 15:12,"Nhịp đập Thị trường 20/08: Cổ bất động sản “xanh tím”, VN-Index vượt 1,270","Kết phiên hôm nay, VN-Index tăng hơn 10 điểm, vượt lên trên mốc 1,270. Chỉ số sàn HNX-Index cũng tăng 1.3 điểm, đạt 237.3 điểm. Lực mua mạnh về cuối..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/08 20:00,Thị trường chứng quyền 20/08/2024: Tâm lý lạc quan vẫn hiện hữu,"Kết thúc phiên giao dịch ngày 19/08/2024, toàn thị trường có 61 mã tăng, 25 mã giảm và 16 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/08 19:30,Chứng khoán phái sinh ngày 20/08/2024: Triển vọng lạc quan dần hiện hữu,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 19/08/2024. VN30-Index tăng điểm đồng thời xuất hiện mẫu hình nến Rising Window...
NHẬN ĐỊNH THỊ TRƯỜNG 19/08 17:15,Vietstock Daily 20/08/2024: Tâm lý lạc quan quay trở lại,"VN-Index tiếp tục tăng mạnh và nối tiếp theo phiên bùng nổ trước đó với khối lượng giao dịch duy trì trên mức trung bình 20 ngày. Đồng thời, chỉ số..."
NHẬN ĐỊNH THỊ TRƯỜNG 19/08 15:22,"Nhịp đập Thị trường 19/08: VN-Index giằng co ở ngưỡng 1,260","Kết thúc phiên giao dịch, VN-Index tăng 9.39 điểm (0.75%), lên mức 1,261.62 điểm; HNX-Index tăng 0.86 điểm (0.37%), lên mức 236.01 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/08 19:02,Thị trường chứng quyền tuần 19-23/08/2024: Khối ngoại bất ngờ quay lại mua ròng mạnh,"Kết thúc phiên giao dịch ngày 16/08/2024, toàn thị trường có 83 mã tăng, 8 mã giảm và 11 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức mua..."
NHẬN ĐỊNH THỊ TRƯỜNG 18/08 18:02,Vietstock Weekly 19-23/08/2024: Kỳ vọng lực cầu gia tăng,"VN-Index bật tăng mạnh và kịp thời hồi phục ở phiên giao dịch cuối cùng, khép lại chuỗi 5 tuần giảm điểm liên tiếp trước đó. Tuy nhiên, khối lượng..."
NHẬN ĐỊNH THỊ TRƯỜNG 17/08 20:02,Chứng khoán phái sinh tuần 19-23/08/2024: Tâm lý lạc quan quay trở lại,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 16/08/2024. VN30-Index tăng điểm mạnh đồng thời xuất hiện mẫu hình nến White...
NHẬN ĐỊNH THỊ TRƯỜNG 16/08 17:18,Chứng khoán Tuần 12-16/08/2024: Bứt phá mạnh mẽ,VN-Index bật tăng mạnh với hơn 28 điểm vào phiên cuối tuần đồng thời khối lượng giao dịch vượt trên mức trung bình 20 ngày. Điều này cho thấy tâm lý...
NHẬN ĐỊNH THỊ TRƯỜNG 16/08 15:17,"Nhịp đập Thị trường 16/08: Dòng tiền ủng hộ, VN-Index về lại 1,250","Kết thúc phiên giao dịch, VN-Index tăng 28.67 điểm (2.34%), lên mức 1,252.23 điểm; HNX-Index tăng 6.61 điểm (2.89%), lên mức 235.15 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/08 20:00,Thị trường chứng quyền 16/08/2024: Tình hình đang chuyển biến tiêu cực?,"Kết thúc phiên giao dịch ngày 15/08/2024, toàn thị trường có 21 mã tăng, 70 mã giảm và 11 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/08 19:30,Chứng khoán phái sinh ngày 16/08/2024: Diễn biến giằng co?,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 15/08/2024. VN30-Index giảm điểm cùng với thanh khoản tiếp tục nằm dưới mức...
NHẬN ĐỊNH THỊ TRƯỜNG 15/08 17:32,Vietstock Daily 16/08/2024: Tâm lý thận trọng tăng cao?,"VN-Index tiếp tục giảm điểm đồng thời nằm dưới đường Middle của Bollinger Bands. Bên cạnh đó, khối lượng giao dịch vẫn duy trì dưới mức trung bình 20..."
NHẬN ĐỊNH THỊ TRƯỜNG 15/08 15:37,"Nhịp đập Thị trường 15/08: VN-Index lình xình, thanh khoản tiếp tục xuống thấp","Sau khi chạm mức thấp nhất trong phiên (giảm 8 điểm), VN-Index đã có cú bật tăng hướng về tham chiếu nhưng nỗ lực hồi phục bất thành. Chỉ số giảm..."
NHẬN ĐỊNH THỊ TRƯỜNG 14/08 20:00,Thị trường chứng quyền 15/08/2024: Tâm lý nhà đầu tư vẫn chưa cải thiện,"Kết thúc phiên giao dịch ngày 14/08/2024, toàn thị trường có 32 mã tăng, 47 mã giảm và 23 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 14/08 19:30,Chứng khoán phái sinh ngày 15/08/2024: Chưa thoát khỏi tâm lý thận trọng,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 14/08/2024. VN30-Index tăng điểm cùng với thanh khoản có sự sụt giảm nhẹ so với...
NHẬN ĐỊNH THỊ TRƯỜNG 14/08 17:19,Vietstock Daily 15/08/2024: Kỳ vọng khối lượng phục hồi,"VN-Index giảm nhẹ và liên tục xảy ra rung lắc sau khi test lại đường Middle của Bollinger Bands. Với bối cảnh trên, chỉ số cần vượt lên trên đường..."
NHẬN ĐỊNH THỊ TRƯỜNG 14/08 15:37,"Nhịp đập Thị trường 14/08: Khối ngoại kéo dài chuỗi mua ròng 4 phiên liên tiếp, VN-Index tiếp tục giằng co","Kết thúc phiên giao dịch, VN-Index giảm 0.06 điểm, về mức 1,230.36 điểm; HNX-Index giảm 0.5 điểm (-0.22%), về mức 229.68 điểm. Độ rộng toàn thị..."
NHẬN ĐỊNH THỊ TRƯỜNG 13/08 20:00,Thị trường chứng quyền 14/08/2024: Sắc xanh đỏ xen kẽ,"Kết thúc phiên giao dịch ngày 13/08/2024, toàn thị trường có 33 mã tăng, 48 mã giảm và 21 mã tham chiếu. Khối ngoại quay lại bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 13/08 19:30,Chứng khoán phái sinh ngày 14/08/2024: Hiện tượng phân hóa đang diễn ra,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 13/08/2024. VN30-Index giảm điểm cùng với sự xuất hiện của mẫu hình nến Doji...
NHẬN ĐỊNH THỊ TRƯỜNG 13/08 17:21,Vietstock Daily 14/08/2024: Phân hóa mạnh,"VN-Index tiếp tục trải qua một phiên tăng điểm với diễn biến phân hóa mạnh. Bên cạnh đó, khối lượng giao dịch vẫn duy trì dưới mức trung bình 20..."
NHẬN ĐỊNH THỊ TRƯỜNG 13/08 15:17,"Nhịp đập Thị trường 13/08: Thị trường lình xình, khối ngoại mua ròng trở lại","Sau chuỗi giằng co trong phiên chiều, VN-Index lại hồi về tham chiếu và kết phiên trong sắc xanh, mặc dù mức tăng không mấy đáng kể. VN-Index tăng..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/08 20:00,Thị trường chứng quyền 13/08/2024: Hiện tượng phân hóa đang diễn ra,"Kết thúc phiên giao dịch ngày 12/08/2024, toàn thị trường có 36 mã tăng, 46 mã giảm và 20 mã tham chiếu. Khối ngoại tiếp tục mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/08 19:30,Chứng khoán phái sinh ngày 13/08/2024: Sự thận trọng vẫn còn,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 12/08/2024. VN30-Index tăng điểm cùng với khối lượng giao dịch có sự sụt giảm...
NHẬN ĐỊNH THỊ TRƯỜNG 12/08 17:07,Vietstock Daily 13/08/2024: Chưa thoát khỏi tâm lý thận trọng,"VN-Index tăng điểm và tiếp nối đà hồi phục kể từ sau phiên giảm mạnh vào đầu tuần trước. Tuy nhiên, khối lượng giao dịch cần vượt trên mức trung bình..."
NHẬN ĐỊNH THỊ TRƯỜNG 12/08 15:32,"Nhịp đập Thị trường 12/08: Phe mua giữ vững phong độ, sắc xanh của VN-Index được bảo toàn","Kết thúc phiên giao dịch, VN-Index tăng 6.64 điểm (0.54%), lên mức 1,230.28 điểm; HNX-Index tăng 1.39 điểm (0.61%), lên mức 230.77 điểm. Độ rộng toàn..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/08 20:00,Thị trường chứng quyền tuần 12-16/08/2024: Khối ngoại quay lại mua ròng mạnh,"Kết thúc phiên giao dịch ngày 09/08/2024, toàn thị trường có 72 mã tăng, 19 mã giảm và 11 mã tham chiếu. Khối ngoại quay lại mua ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 11/08 18:00,Vietstock Weekly 12-16/08/2024: Rủi ro ngắn hạn vẫn còn,VN-Index kết tuần giảm điểm đồng thời duy trì đà giảm liên tiếp trong 5 tuần trở lại đây với khối lượng giao dịch nằm dưới mức trung bình 20 tuần...
NHẬN ĐỊNH THỊ TRƯỜNG 10/08 20:00,Chứng khoán phái sinh tuần 12-16/08/2024: Tâm lý phân vân còn hiện hữu,Các hợp đồng tương lai đồng loạt tăng điểm trong phiên giao dịch ngày 09/08/2024. VN30-Index tăng điểm mạnh cùng với khối lượng giao dịch có sự sụt...
NHẬN ĐỊNH THỊ TRƯỜNG 09/08 17:40,Chứng khoán Tuần 05-09/08/2024: Đà hồi phục chưa ổn định,"VN-Index bất ngờ hồi phục và bật tăng trở lại vào cuối tuần sau phiên giảm mạnh trước đó đồng thời duy trì trên đường SMA 200 ngày. Tuy nhiên, khối..."
NHẬN ĐỊNH THỊ TRƯỜNG 09/08 15:22,"Nhịp đập Thị trường 09/08: Nới đà tăng trong phiên chiều, nhóm chứng khoán phục hồi ấn tượng","Kết thúc phiên giao dịch, VN-Index tăng 15.32 điểm (1.27%), lên mức 1,223.64 điểm; HNX-Index tăng 2.65 điểm (1.17%), lên mức 229.38 điểm. Độ rộng..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/08 20:00,Thị trường chứng quyền 09/08/2024: Triển vọng thị trường vẫn còn tiêu cực?,"Kết thúc phiên giao dịch ngày 08/08/2024, toàn thị trường có 17 mã tăng, 75 mã giảm và 10 mã tham chiếu. Khối ngoại tiếp tục bán ròng với tổng mức..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/08 19:30,Chứng khoán phái sinh ngày 09/08/2024: Khối ngoại liên tục mua ròng trong những phiên giao dịch gần nhất,Các hợp đồng tương lai đồng loạt giảm điểm trong phiên giao dịch ngày 08/08/2024. VN30-Index giảm điểm cùng với khối lượng giao dịch nằm dưới mức...
NHẬN ĐỊNH THỊ TRƯỜNG 08/08 17:13,Vietstock Daily 09/08/2024: Tâm lý thận trọng bủa vây?,"VN-Index giảm điểm trở lại đồng thời xuất hiện mẫu hình nến gần giống High Wave Candle. Bên cạnh đó, khối lượng giao dịch duy trì dưới mức trung bình..."
NHẬN ĐỊNH THỊ TRƯỜNG 08/08 15:37,Nhịp đập Thị trường 08/08: Cổ phiếu tiện ích lạc quan giữa thị trường nhuốm sắc đỏ,"Không có bất ngờ nào trong phiên chiều, VN-Index duy trì mức giảm gần 8 điểm cho tới cuối phiên, khép lại ở mức 1,208.3 điểm. HNX-Index giảm 1.2 điểm..."
